"";"year";"month";"day";"dayly_power";"dayly_kitchen";"dayly_laundry";"dayly_ewac";"dayly_residual";"dayly_cost_kitchen";"dayly_cost_laundry";"dayly_cost_ewac";"dayly_cost_residual"
"27";2007;1;27;34,0678666666667;1,17;3,896;12,374;16,6278666666667;0,1836;0,585293;1,950017;2,46780943333333
"28";2007;1;28;NA;NA;NA;NA;NA;NA;NA;NA;NA
"29";2007;1;29;33,0444;1,123;0,294;15,254;16,3734;0,177434;0,042987;2,360887;2,48630336666667
"30";2007;1;30;28,4633;1,123;1,424;8,149;17,7673;0,177434;0,202522;1,284427;2,7029299
"31";2007;1;31;39,3958666666667;0;5,95;15,052;18,3938666666667;0;0,93562;2,356726;2,80958776666667
"32";2007;2;1;30,4126666666667;1,17;0,386;13,145;15,7116666666667;0,18486;0,056333;1,992735;2,40041616666667
"33";2007;2;2;27,7956;0;0,356;11,338;16,1016;0;0,051873;1,720214;2,34699346666667
"34";2007;2;3;67,1620333333333;4,746;4,573;17,834;40,0090333333333;0,749868;0,718404;2,654112;5,6988706
"35";2007;2;4;59,9323333333333;3,391;4,597;14,472;37,4723333333333;0,483908;0,676906;2,200266;5,332792
"36";2007;2;5;27,4213333333333;0,896;2,564;7,849;16,1123333333333;0,141568;0,395837;1,213052;2,44303766666667
"37";2007;2;6;21,2246666666667;1,185;0,405;4,517;15,1176666666667;0,18723;0,058775;0,693806;2,30920083333333
"38";2007;2;7;38,8003;3,299;3,513;11,986;20,0023;0,500102;0,551099;1,859138;3,07664573333333
"39";2007;2;8;30,0235666666667;2,226;0,366;10,157;17,2745666666667;0,333998;0,053838;1,560216;2,63079236666667
"40";2007;2;9;27,0033;0;3,045;9,77;14,1883;0;0,448315;1,52749;2,14318556666667
"41";2007;2;10;47,1554666666667;5,071;2,831;14,405;24,8484666666667;0,801183;0,439703;2,24071;3,70841256666667
"42";2007;2;11;59,5204666666667;2,43;4,765;13,114;39,2114666666667;0,38394;0,74867;1,991162;5,6995539
"43";2007;2;12;31,2935;2,227;0,399;11,517;17,1505;0,351866;0,057407;1,748566;2,62268266666667
"44";2007;2;13;23,5757666666667;0;2,828;6,256;14,4917666666667;0;0,442484;0,955443;2,20693463333333
"45";2007;2;14;41,6445333333333;3,295;3,793;11,579;22,9775333333333;0,51837;0,590054;1,826717;3,55034926666667
"46";2007;2;15;33,0891;0;2,363;14,028;16,6981;0;0,366669;2,131794;2,5269193
"47";2007;2;16;28,3754666666667;1,148;0,859;8,689;17,6794666666667;0,181279;0,132117;1,247212;2,62251373333333
"48";2007;2;17;34,6152;1,765;2,226;7,157;23,4672;0,27887;0,345688;1,064236;3,42542826666667
"49";2007;2;18;63,8293666666667;6,107;8,003;13,129;36,5903666666667;0,920561;1,257439;2,015127;5,34506126666667
"50";2007;2;19;36,4435666666667;1,634;2,9;13,085;18,8245666666667;0,258172;0,4505;2,033795;2,79289753333333
"51";2007;2;20;52,4988;2,058;5,191;9,713;35,5368;0,325129;0,757248;1,510154;5,0382664
"52";2007;2;21;34,5479;3,527;2,332;11,548;17,1409;0,528461;0,360686;1,746359;2,58660103333333
"53";2007;2;22;NA;NA;NA;NA;NA;NA;NA;NA;NA
"54";2007;2;23;21,8913333333333;0;0,503;10,786;10,6023333333333;0;0,070934;1,680528;1,5786445
"55";2007;2;24;11,9153666666667;0;0,363;3,562;7,99036666666667;0;0,053399;0,529756;1,18190676666667
"56";2007;2;25;8,36233333333333;0;0,329;1,66;6,37333333333333;0;0,048797;0,23561;0,9327365
"57";2007;2;26;9,47473333333333;0;0,331;2,83;6,31373333333333;0;0,047888;0,38442;0,923752533333333
"58";2007;2;27;8,6352;0;0,314;1,924;6,3972;0;0,045867;0,303992;0,9362741
"59";2007;2;28;8,67956666666667;0;0,34;1,973;6,36656666666667;0;0,0491;0,311734;0,930975533333333
"60";2007;3;1;8,62606666666667;0;0,316;1,98;6,33006666666667;0;0,046568;0,27889;0,925585366666667
"61";2007;3;2;8,5948;0;0,34;1,969;6,2858;0;0,048995;0,276907;0,919581733333333
"62";2007;3;3;13,6520333333333;0;0,347;4,597;8,70803333333333;0;0,051221;0,686566;1,2990116
"63";2007;3;4;34,845;1,476;8,711;9,408;15,25;0,233208;1,371088;1,468264;2,33377166666667
"64";2007;3;5;44,3388666666667;5,727;12,109;10,026;16,4768666666667;0,894436;1,905627;1,559503;2,52245876666667
"65";2007;3;6;20,775;0;1,74;4,7;14,335;0;0,270895;0,730245;2,18525833333333
"66";2007;3;7;39,5867666666667;1,076;4,761;15,513;18,2367666666667;0,170008;0,743838;2,407409;2,76413113333333
"67";2007;3;8;26,2022;2,18;3,385;6,655;13,9822;0,34444;0,51642;1,003645;2,1123566
"68";2007;3;9;21,2102;1,093;0,345;8,631;11,1412;0,172694;0,050695;1,361143;1,6574656
"69";2007;3;10;41,4118666666667;4,13;5,422;10,979;20,8808666666667;0,63371;0,852791;1,686417;3,1043506
"70";2007;3;11;58,0106;4,81;3,42;9,5;40,2806;0,75998;0,53651;1,491655;5,73390313333333
"71";2007;3;12;32,5111333333333;1,403;2,841;12,353;15,9141333333333;0,221674;0,442613;1,930669;2,4359199
"72";2007;3;13;21,5024;1,35;3,859;5,323;10,9704;0,2133;0,568037;0,815694;1,6127167
"73";2007;3;14;29,8894;3,485;0,48;8,607;17,3174;0,531205;0,06814;1,355636;2,60041103333333
"74";2007;3;15;31,4135666666667;0;3,263;11,036;17,1145666666667;0;0,510864;1,720728;2,58911253333333
"75";2007;3;16;28,3675666666667;1,106;4,604;5,37;17,2875666666667;0,174748;0,722602;0,82074;2,50518036666667
"76";2007;3;17;33,8015;2,208;0,359;12,275;18,9595;0,348864;0,052662;1,929545;2,91118916666667
"77";2007;3;18;39,5174333333333;6,564;7,369;5,856;19,7284333333333;1,021047;1,160417;0,914853;2,98920596666667
"78";2007;3;19;35,8753;1,648;2,686;14,118;17,4233;0,240784;0,417283;2,212234;2,62803406666667
"79";2007;3;20;34,7704666666667;3,745;2,837;11,255;16,9334666666667;0,579075;0,442786;1,69982;2,59548823333333
"80";2007;3;21;35,7015333333333;1,865;4,133;12,335;17,3685333333333;0,26548;0,607374;1,83728;2,6448936
"81";2007;3;22;24,2496333333333;0,353;0,736;10,462;12,6986333333333;0,043419;0,099033;1,550761;1,92526806666667
"82";2007;3;23;21,8168;1,127;0,777;8,369;11,5438;0,178066;0,103796;1,254962;1,73137223333333
"83";2007;3;24;49,4738333333333;3,707;5,797;16,382;23,5878333333333;0,561766;0,910781;2,526161;3,52242633333333
"84";2007;3;25;NA;NA;NA;NA;NA;NA;NA;NA;NA
"85";2007;3;26;23,6013666666667;1,088;0,344;9,096;13,0733666666667;0,171904;0,050712;1,403953;1,97104526666667
"86";2007;3;27;18,419;0;3,019;3,697;11,703;0;0,471157;0,562846;1,76425616666667
"87";2007;3;28;38,8983;1,122;8,527;13,888;15,3613;0,177276;1,339251;2,168019;2,34323823333333
"88";2007;3;29;26,5067666666667;1,162;0,46;10,724;14,1607666666667;0,172746;0,06673;1,633107;2,14912763333333
"89";2007;3;30;23,3732333333333;1,094;0,468;8,217;13,5942333333333;0,172852;0,068064;1,298286;2,05201453333333
"90";2007;3;31;58,4918333333333;2,62;7,707;17,682;30,4828333333333;0,413575;1,212596;2,718926;4,39426
"91";2007;4;1;46,4325333333333;4,629;5,401;19,509;16,8935333333333;0,672337;0,840548;2,887437;2,5380251
"92";2007;4;2;32,6796333333333;1,755;0,97;16,641;13,3136333333333;0,257165;0,145105;2,483083;2,00918473333333
"93";2007;4;3;27,3803333333333;3,63;1,042;7,637;15,0713333333333;0,55128;0,159211;1,182041;2,2886875
"94";2007;4;4;34,1978;3,434;0,42;14,748;15,5958;0,523777;0,061985;2,301309;2,34753506666667
"95";2007;4;5;30,7346333333333;1,086;4,277;10,523;14,8486333333333;0,171553;0,671671;1,606599;2,25582256666667
"96";2007;4;6;26,6856666666667;0;5,466;9,166;12,0536666666667;0;0,845918;1,414803;1,76683833333333
"97";2007;4;7;25,8987333333333;1,127;3,111;5,923;15,7377333333333;0,178066;0,484748;0,860129;2,2736452
"98";2007;4;8;26,8136;0;0,485;3,545;22,7836;0;0,07068;0,524305;3,07798213333333
"99";2007;4;9;16,682;2,667;0,514;3,801;9,7;0,404271;0,074247;0,600558;1,4553445
"100";2007;4;10;12,9560666666667;0,209;0,742;2,572;9,43306666666667;0,033022;0,107716;0,342221;1,38807286666667
"101";2007;4;11;14,7913666666667;0;1,112;6,421;7,25836666666667;0;0,156236;0,938813;1,0677511
"102";2007;4;12;8,96176666666667;0;0,541;1,818;6,60276666666667;0;0,078688;0,287244;0,966202133333333
"103";2007;4;13;9,1837;0;0,558;1,988;6,6377;0;0,080989;0,305109;0,971762433333333
"104";2007;4;14;9,2378;0;0,578;2,008;6,6518;0;0,083309;0,281739;0,973556233333333
"105";2007;4;15;12,1027333333333;0;1,026;2,893;8,18373333333333;0;0,155458;0,423809;1,20630453333333
"106";2007;4;16;15,8731666666667;0,952;1,305;4,656;8,96016666666667;0,133826;0,200905;0,712128;1,33813933333333
"107";2007;4;17;20,3955666666667;1,532;0,389;6,199;12,2755666666667;0,242056;0,057017;0,951757;1,83714936666667
"108";2007;4;18;16,6374333333333;1,579;0,355;3,43;11,2734333333333;0,249482;0,05196;0,54194;1,6537383
"109";2007;4;19;17,1443;0,733;1,605;5,748;9,0583;0,115814;0,24946;0,887009;1,3222144
"110";2007;4;20;13,7096666666667;1,069;0,36;3,499;8,78166666666667;0,151997;0,05296;0,531177;1,3252255
"111";2007;4;21;27,8942666666667;6,575;0,463;11,129;9,72726666666667;1,03885;0,068779;1,712077;1,47267146666667
"112";2007;4;22;37,2285666666667;4,264;2,287;11,102;19,5755666666667;0,673712;0,355851;1,750126;2,96113886666667
"113";2007;4;23;17,5761;1,402;0,506;6,005;9,6631;0,221516;0,074628;0,93185;1,4331553
"114";2007;4;24;17,2016666666667;1,125;0,527;6,68;8,86966666666667;0,17775;0,076126;1,0343;1,32771833333333
"115";2007;4;25;21,0693666666667;0;1,469;8,812;10,7883666666667;0;0,227167;1,340706;1,6299746
"116";2007;4;26;21,2577666666667;1,324;1,845;7,163;10,9257666666667;0,209192;0,28346;1,131754;1,62845896666667
"117";2007;4;27;18,2388666666667;1,772;0,545;4,756;11,1658666666667;0,279976;0,07995;0,712143;1,65773226666667
"118";2007;4;28;NA;NA;NA;NA;NA;NA;NA;NA;NA
"119";2007;4;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
"120";2007;4;30;NA;NA;NA;NA;NA;NA;NA;NA;NA
"121";2007;5;1;27,7309666666667;4,005;0,995;8,546;14,1849666666667;0,63279;0,14832;1,299168;2,15842523333333
"122";2007;5;2;16,7247666666667;0,007;1,49;3,754;11,4737666666667;0,000861;0,2203;0,593132;1,6589333
"123";2007;5;3;18,1706333333333;1,906;1,725;7,836;6,70363333333333;0,266253;0,22572;1,162033;0,996598733333333
"124";2007;5;4;16,6354666666667;2,259;0,538;3,99;9,84846666666667;0,330007;0,078599;0,606235;1,5021064
"125";2007;5;5;26,0508666666667;2,913;2,493;11,303;9,34186666666667;0,444014;0,386999;1,733339;1,39986893333333
"126";2007;5;6;35,0350666666667;3,215;0,949;10,095;20,7760666666667;0,50797;0,141577;1,515245;3,06616803333333
"127";2007;5;7;27,3944;0,946;4,935;9,433;12,0804;0,149468;0,77434;1,460839;1,8112702
"128";2007;5;8;29,8215333333333;4,581;2,011;8,777;14,4525333333333;0,723798;0,311298;1,328141;2,1425856
"129";2007;5;9;27,7622666666667;3,018;5,631;9,474;9,63926666666667;0,464524;0,883293;1,483522;1,4592248
"130";2007;5;10;11,7980666666667;0,946;0,534;3,261;7,05706666666667;0,149468;0,077687;0,492803;1,06284436666667
"131";2007;5;11;16,3192333333333;0,926;0,491;6,471;8,43123333333333;0,146308;0,073553;0,980943;1,26223636666667
"132";2007;5;12;24,0261;2,247;1,075;10,408;10,2961;0,355026;0,162955;1,640789;1,55067396666667
"133";2007;5;13;27,2456333333333;3,612;2,414;8,958;12,2616333333333;0,570696;0,375637;1,394539;1,82882056666667
"134";2007;5;14;24,4630333333333;3,176;2,417;5,517;13,3530333333333;0,501808;0,377686;0,831856;2,02236326666667
"135";2007;5;15;15,0732;0;0,408;5,318;9,3472;0;0,059319;0,817879;1,37588376666667
"136";2007;5;16;28,2157333333333;2,213;5,756;9,077;11,1697333333333;0,330579;0,904373;1,407916;1,68801386666667
"137";2007;5;17;20,5302666666667;1,014;2,073;7,687;9,75626666666667;0,160212;0,321724;1,161626;1,44838546666667
"138";2007;5;18;27,1921666666667;3,27;3,913;8,116;11,8931666666667;0,51638;0,613389;1,260208;1,776939
"139";2007;5;19;23,8240333333333;4,683;0,53;7,022;11,5890333333333;0,739914;0,077615;1,102231;1,74897126666667
"140";2007;5;20;32,8054666666667;5,42;1,733;7,611;18,0414666666667;0,83788;0,266359;1,137858;2,7455949
"141";2007;5;21;18,6677;0;0,468;9,06;9,1397;0;0,068239;1,358925;1,35913343333333
"142";2007;5;22;18,8808666666667;0,931;3,966;3,984;9,99986666666667;0,147098;0,600273;0,608472;1,48705626666667
"143";2007;5;23;24,4156;0,956;3,792;8,119;11,5486;0,151048;0,589686;1,256272;1,7333533
"144";2007;5;24;19,2398;0,955;4,116;4,746;9,4228;0,15089;0,607033;0,749868;1,3999969
"145";2007;5;25;26,9036666666667;8,06;0,586;6,539;11,7186666666667;1,272675;0,083033;1,011812;1,77002733333333
"146";2007;5;26;25,2041333333333;2,373;2,754;8,628;11,4491333333333;0,374934;0,428657;1,298439;1,7111054
"147";2007;5;27;35,8968;4,366;5,534;10,444;15,5528;0,689828;0,868352;1,650152;2,3479184
"148";2007;5;28;27,2911333333333;4,554;0,473;9,586;12,6781333333333;0,701612;0,068714;1,492048;1,91197473333333
"149";2007;5;29;17,689;0;1,907;4,332;11,45;0;0,295531;0,648896;1,72190683333333
"150";2007;5;30;26,8311;2,25;5,948;7,804;10,8291;0,337755;0,935094;1,225437;1,63094696666667
"151";2007;5;31;15,6425;0,935;0,477;3,552;10,6785;0,14773;0,069696;0,524851;1,60961616666667
"152";2007;6;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"153";2007;6;2;24,7393666666667;3,971;1,25;7,633;11,8853666666667;0,627418;0,192775;1,179869;1,78920376666667
"154";2007;6;3;35,1337666666667;4,985;7,529;8,334;14,2857666666667;0,78763;1,117622;1,292762;2,13950796666667
"155";2007;6;4;15,1936333333333;1,585;0,836;4,533;8,23963333333333;0,24903;0,118403;0,698364;1,21738023333333
"156";2007;6;5;24,3148666666667;4,484;1,027;6,448;12,3558666666667;0,693597;0,152571;0,936219;1,7998101
"157";2007;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA
"158";2007;6;7;16,4167;0,985;0,699;3,959;10,7737;0,15563;0,102777;0,612012;1,63058326666667
"159";2007;6;8;35,8007666666667;2,799;11,44;11,38;10,1817666666667;0,442242;1,79996;1,79804;1,53105413333333
"160";2007;6;9;NA;NA;NA;NA;NA;NA;NA;NA;NA
"161";2007;6;10;22,3468666666667;4,202;1,924;5,983;10,2378666666667;0,663916;0,298252;0,908284;1,50815076666667
"162";2007;6;11;13,2442333333333;0;0,487;5,328;7,42923333333333;0;0,071416;0,838884;1,08957386666667
"163";2007;6;12;15,3127666666667;1,882;0,475;3,898;9,05776666666667;0,297356;0,070325;0,590229;1,35369663333333
"164";2007;6;13;15,4545333333333;0,957;0,857;5,216;8,42453333333333;0,151206;0,129946;0,779188;1,27753326666667
"165";2007;6;14;20,9847333333333;3,322;2,147;7,054;8,46173333333333;0,512591;0,290821;1,081422;1,25021336666667
"166";2007;6;15;16,4934;2,269;4,011;4,547;5,6664;0,338272;0,601853;0,701731;0,841857866666667
"167";2007;6;16;33,6293666666667;3,289;4,498;11,108;14,7343666666667;0,519662;0,698154;1,716879;2,2272906
"168";2007;6;17;32,4515;4,124;5,038;8,734;14,5555;0,619322;0,785224;1,356522;2,17507216666667
"169";2007;6;18;11,3079;0;0,529;4,241;6,5379;0;0,076722;0,656883;0,973364533333333
"170";2007;6;19;NA;NA;NA;NA;NA;NA;NA;NA;NA
"171";2007;6;20;17,9047666666667;1,761;2,588;5,106;8,44976666666667;0,278203;0,400294;0,806748;1,28158896666667
"172";2007;6;21;13,4491;0,932;2,4;3,711;6,4061;0,131821;0,336815;0,559738;0,955039133333333
"173";2007;6;22;9,43823333333333;0;0,951;3,482;5,00523333333333;0;0,137413;0,527651;0,737264033333333
"174";2007;6;23;7,95943333333333;0;0,786;2,402;4,77143333333333;0;0,117013;0,359881;0,7017003
"175";2007;6;24;11,9109333333333;0;0,791;3,449;7,67093333333333;0;0,117558;0,494017;1,1454258
"176";2007;6;25;17,8700333333333;1,985;3,621;4,816;7,44803333333333;0,28367;0,534283;0,760928;1,1007646
"177";2007;6;26;15,7484666666667;0,971;1,334;5,231;8,21246666666667;0,126713;0,200307;0,773893;1,19890706666667
"178";2007;6;27;24,6804333333333;2,603;6,451;7,27;8,35643333333333;0,411274;1,008688;1,145615;1,23331813333333
"179";2007;6;28;21,5906333333333;0;4,368;9,541;7,68163333333333;0;0,675234;1,463623;1,14869373333333
"180";2007;6;29;NA;NA;NA;NA;NA;NA;NA;NA;NA
"181";2007;6;30;22,2552333333333;3,049;0,792;8,376;10,0382333333333;0,481742;0,116841;1,297753;1,4500507
"182";2007;7;1;17,1110666666667;0,969;0,736;4,69;10,7160666666667;0,119187;0,107958;0,680295;1,5585437
"183";2007;7;2;16,1172;1,018;5,281;3,445;6,3732;0,141909;0,793868;0,522155;0,950028766666667
"184";2007;7;3;17,6652;0,467;3,214;4,695;9,2892;0,057441;0,464972;0,717625;1,3714051
"185";2007;7;4;16,7235;2,329;2,218;5,632;6,5445;0,349677;0,337984;0,863046;0,960728166666667
"186";2007;7;5;17,6215;2,922;0,77;3,973;9,9565;0,438716;0,11347;0,609569;1,467945
"187";2007;7;6;17,8254;2,826;3,563;4,005;7,4314;0,421553;0,554974;0,60976;1,10649803333333
"188";2007;7;7;22,6367666666667;0,997;3,047;10,177;8,41576666666667;0,157526;0,392106;1,519206;1,2295048
"189";2007;7;8;18,1513333333333;1,825;2,831;5,277;8,21833333333333;0,28835;0,436413;0,738916;1,17179783333333
"190";2007;7;9;19,6693;0,923;0,594;9,386;8,7663;0,114299;0,087902;1,393773;1,28816623333333
"191";2007;7;10;15,1387333333333;0,067;2,227;4,631;8,21373333333333;0,008241;0,328801;0,698448;1,2119207
"192";2007;7;11;12,0392;1,015;0,647;5,284;5,0932;0,16037;0,092636;0,811597;0,7522046
"193";2007;7;12;17,8263666666667;1,029;2,55;6,419;7,82836666666667;0,162582;0,396425;0,962577;1,17490393333333
"194";2007;7;13;13,2397;0;0,633;4,427;8,1797;0;0,093364;0,699466;1,20622376666667
"195";2007;7;14;21,4695;3,775;1,968;6,604;9,1225;0,59645;0,303139;1,005247;1,36892833333333
"196";2007;7;15;NA;NA;NA;NA;NA;NA;NA;NA;NA
"197";2007;7;16;14,2279;0,83;0,695;4,176;8,5269;0,13114;0,1026;0,629778;1,27335936666667
"198";2007;7;17;11,9938666666667;0,848;0,694;3,335;7,11686666666667;0,133984;0,102442;0,52693;1,06080343333333
"199";2007;7;18;12,6180333333333;0,909;0,671;4,628;6,41003333333333;0,143622;0,099263;0,731224;0,959043933333333
"200";2007;7;19;11,2981;1,068;0,703;3,13;6,3971;0,168744;0,103444;0,46759;0,930904466666667
"201";2007;7;20;18,5070333333333;2,111;2,418;4,765;9,21303333333333;0,317788;0,372874;0,73012;1,38788643333333
"202";2007;7;21;17,6708;0,428;0,512;7,756;8,9748;0,052644;0,074981;1,210503;1,33604723333333
"203";2007;7;22;NA;NA;NA;NA;NA;NA;NA;NA;NA
"204";2007;7;23;16,5169666666667;1,747;1,288;3,847;9,63496666666667;0,276026;0,200494;0,607826;1,4640159
"205";2007;7;24;13,7547333333333;0;1,607;5,599;6,54873333333333;0;0,208966;0,866967;0,9770677
"206";2007;7;25;7,876;0;0,151;2,333;5,392;0;0,018818;0,344989;0,790781666666667
"207";2007;7;26;15,4083333333333;0,975;3,633;4,346;6,45433333333333;0,15405;0,572649;0,660523;0,967865666666667
"208";2007;7;27;20,0419;1,837;0,049;7,157;10,9989;0,273761;0,006027;1,097836;1,66060103333333
"209";2007;7;28;27,0310333333333;0,907;10,265;6,559;9,30003333333333;0,143306;1,62187;1,026312;1,41559043333333
"210";2007;7;29;5,35193333333333;0;0;1,288;4,06393333333333;0;0;0,203504;0,594301966666667
"211";2007;7;30;7,78026666666667;0;0;2,528;5,25226666666667;0;0;0,366559;0,776556633333333
"212";2007;7;31;13,5388666666667;3,277;0;3,575;6,68686666666667;0,517766;0;0,56121;1,0023356
"213";2007;8;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
"214";2007;8;2;16,9902666666667;0,482;0;6,869;9,63926666666667;0,076156;0;1,042812;1,33850513333333
"215";2007;8;3;17,7227333333333;0,958;0;9,139;7,62573333333333;0,151364;0;1,425202;1,07280736666667
"216";2007;8;4;19,0831666666667;0,552;0,398;7,966;10,1671666666667;0,087216;0,062884;1,210678;1,44134416666667
"217";2007;8;5;13,1183;0,169;0;6,647;6,3023;0,026702;0;0,967731;0,9176959
"218";2007;8;6;18,162;1,096;0;7,985;9,081;0,173168;0;1,19905;1,30965666666667
"219";2007;8;7;24,7263333333333;0,437;2,168;9,042;13,0793333333333;0,069046;0,342544;1,410576;1,90502133333333
"220";2007;8;8;18,7580333333333;1,055;1,111;9,66;6,93203333333333;0,16669;0,173473;1,412635;1,0074731
"221";2007;8;9;17,8613333333333;0,182;4,515;6,646;6,51833333333333;0,028756;0,675675;1,016363;0,933728333333333
"222";2007;8;10;17,1335;0,336;2,651;8,287;5,8595;0,053088;0,417493;1,274661;0,834241
"223";2007;8;11;18,1941666666667;1,18;0,91;10,339;5,76516666666667;0,18644;0,13762;1,599157;0,833058666666667
"224";2007;8;12;20,6984;1,123;1,156;8,582;9,8374;0,154299;0,154228;1,274266;1,38420103333333
"225";2007;8;13;19,2168666666667;0,093;0,476;11,101;7,54686666666667;0,014694;0,060263;1,652948;1,05765493333333
"226";2007;8;14;15,6865;0,951;0,685;6,256;7,7945;0,150258;0,097065;0,965103;1,09698866666667
"227";2007;8;15;19,8643333333333;0,338;0,508;9,787;9,23133333333333;0,053404;0,072984;1,460386;1,32800416666667
"228";2007;8;16;15,9749333333333;0,962;0;7,476;7,53693333333333;0,151996;0;1,126538;1,07654763333333
"229";2007;8;17;16,8315333333333;0,244;0;7,769;8,81853333333333;0,038552;0;1,134192;1,2885721
"230";2007;8;18;5,79933333333333;0;0;1,83;3,96933333333333;0;0;0,28914;0,581350166666667
"231";2007;8;19;23,7049;1,025;8,912;5,989;7,7789;0,16195;1,407571;0,946262;1,18036486666667
"232";2007;8;20;22,3140333333333;1,032;6,965;7,383;6,93403333333333;0,163056;1,098405;1,142084;1,02814743333333
"233";2007;8;21;10,7092666666667;0;0,038;3,296;7,37526666666667;0;0,004674;0,520768;1,10305046666667
"234";2007;8;22;20,1634666666667;3,048;1,836;7,241;8,03846666666667;0,481584;0,236713;1,122728;1,19475773333333
"235";2007;8;23;18,5385333333333;2,502;0,259;5,342;10,4355333333333;0,379251;0,037387;0,819431;1,5745711
"236";2007;8;24;NA;NA;NA;NA;NA;NA;NA;NA;NA
"237";2007;8;25;19,1813333333333;4,149;2,191;5,678;7,16333333333333;0,622992;0,290213;0,861109;1,056307
"238";2007;8;26;21,9151;1,541;3,645;5,658;11,0711;0,243478;0,56723;0,873769;1,68516863333333
"239";2007;8;27;20,1955;2,305;1,229;6,344;10,3175;0,349455;0,178362;0,976207;1,4775685
"240";2007;8;28;16,6167333333333;1,038;2,468;5,483;7,62773333333333;0,146644;0,346369;0,831979;1,11191853333333
"241";2007;8;29;12,4665333333333;0,957;0,562;4,932;6,01553333333333;0,151206;0,080116;0,760006;0,8999446
"242";2007;8;30;20,0409666666667;3,822;2,58;4,221;9,41796666666667;0,603876;0,370925;0,624638;1,42097523333333
"243";2007;8;31;21,3303666666667;1,2;0,666;8,738;10,7263666666667;0,1896;0,095568;1,380604;1,56977626666667
"244";2007;9;1;28,3581;2,497;0,569;9,733;15,5591;0,394211;0,083287;1,498719;2,31030763333333
"245";2007;9;2;27,7078;3,613;1,617;8,806;13,6718;0,539634;0,246666;1,351028;2,05967223333333
"246";2007;9;3;17,3153666666667;0,621;2,515;5,323;8,85636666666667;0,098118;0,391595;0,824059;1,3354146
"247";2007;9;4;26,4157333333333;2,928;3,501;9,821;10,1657333333333;0,462624;0,546053;1,539608;1,54317653333333
